#frame,fps
928,55.47689
929,55.47375
930,55.46051
931,55.32346
932,55.24599
933,55.28223
934,55.32499
935,55.19238
936,55.10725
937,55.08274
938,55.09212
939,55.17112
940,55.37334
941,55.52009
942,55.43581
943,55.22115
944,55.18422
945,55.26532
946,55.19937
947,55.25187
948,54.9937
949,55.13099
950,55.11319
951,55.16198
952,55.07725
953,55.25386
954,55.27429
955,55.42636
956,55.37053
957,55.52777
958,55.52855
959,55.53526
960,55.55812
961,55.46618
962,55.37339
963,55.49662
964,55.75761
965,55.747
966,55.82193
967,55.8024
968,55.57337
969,55.5749
970,55.48139
971,55.44665
972,55.41244
973,55.21814
974,55.20183
975,55.19895
976,55.3755
977,55.4799
978,55.55608
979,55.53748
980,55.53389
981,55.41977
982,55.43513
983,55.56496
984,55.44458
985,55.32104
986,55.1016
987,55.1276
988,55.39027
989,55.43904
990,55.39231
991,55.38091
992,55.35303
993,55.5788
994,55.64532
995,55.52327
996,55.39433
997,55.30719
998,55.14489
999,55.27472

